incident_id,disaster_type,incident_type,people_affected,people_trapped,injured_people,missing_people,children_affected,elderly_affected,water_level_m,flooded_area_percent,road_status,house_damage,evacuation_route_available,power_available,communication_available,medical_required,medical_severity,ambulance_required,latitude,longitude,nearest_hospital_km,nearest_shelter_km,nearest_rescue_team_km,population_density,priority
UKD-001478,Flood,Flooded Road,52,10,3,0,13,3,2.85,80.59,Partially Blocked,Moderate,0,0,1,1,Critical,1,29.629913,79.71715,20.82,15.1,5.61,1109,P1
UKD-004735,Cloudburst,Flooded Road,5,2,0,0,2,0,1.07,22.58,Open,None,0,1,1,0,None,0,30.183687,78.584241,21.05,4.57,3.78,139,P3
UKD-002272,Cloudburst,Trapped People,41,21,2,0,9,1,2.31,29.86,Partially Blocked,Moderate,1,1,0,1,Critical,1,29.440553,79.484212,4.78,5.53,3.53,528,P2
UKD-001039,Flood,Trapped People,7,5,0,0,2,0,2.81,54.21,Open,Minor,1,1,1,0,None,0,28.942066,79.468405,1.1,3.77,5.56,2249,P1
UKD-004527,Earthquake,Trapped People,41,23,2,2,11,5,0.07,1.06,Blocked,Minor,1,0,1,0,None,0,30.271217,78.009001,9.69,7.33,3.64,5801,P3
UKD-000081,Landslide,Injured Person,24,16,6,2,1,2,0.66,15.63,Blocked,Moderate,0,1,0,1,Moderate,1,30.442692,78.716964,9.22,4.98,7.18,195,P1
UKD-001205,Landslide,Damaged House,146,25,1,2,18,3,0.56,13.02,Partially Blocked,Moderate,1,0,0,1,Moderate,1,30.327554,79.371361,14.99,13.05,3.06,279,P1
UKD-003286,Flood,Damaged House,44,12,3,2,12,9,3.29,74.7,Partially Blocked,Minor,1,1,1,1,Moderate,0,30.343631,78.021514,6.05,7.06,5.99,2014,P2
UKD-001546,Flood,Damaged House,200,63,3,3,7,11,4.25,66.06,Blocked,Severe,0,0,1,1,Critical,1,29.555251,79.458929,6.7,2.64,7.16,955,P1
UKD-000178,Flood,Infrastructure Damage,28,1,1,1,8,3,0.98,31.25,Open,Moderate,1,1,1,1,Low,0,29.919255,78.079948,3.58,0.69,1.74,919,P1
UKD-002586,Cloudburst,Evacuation Request,124,35,1,2,17,2,2.93,59.69,Partially Blocked,Severe,1,0,0,1,Low,0,29.707378,79.806719,10.97,5.5,11.65,57,P2
UKD-005993,Flood,Evacuation Request,31,6,0,0,4,2,0.96,22.68,Partially Blocked,Moderate,1,1,1,0,None,0,30.116881,78.735261,30.0,9.92,7.86,299,P3
UKD-004864,Flood,Trapped People,61,42,0,0,13,6,2.84,70.77,Partially Blocked,Moderate,0,1,1,1,Moderate,1,30.262669,78.074786,4.63,6.19,5.63,1304,P3
UKD-001439,Landslide,Injured Person,61,38,10,0,14,9,0.64,17.19,Partially Blocked,None,0,0,1,1,Moderate,1,30.747117,78.519284,13.83,9.09,7.63,188,P1
UKD-000297,Earthquake,Missing Person,81,41,1,6,7,7,0.19,3.43,Partially Blocked,Moderate,0,0,1,1,Critical,1,30.405873,78.091922,7.15,6.44,5.61,1539,P1
UKD-003616,Cloudburst,Evacuation Request,67,26,4,2,12,7,1.9,45.35,Partially Blocked,Minor,0,1,0,1,Critical,1,29.002852,79.422806,1.5,1.35,0.5,2065,P2
UKD-003648,Flood,Flooded Road,29,3,2,0,6,5,3.01,69.54,Partially Blocked,Moderate,0,1,1,1,Low,0,29.902971,78.092962,5.47,1.98,11.0,1765,P2
UKD-000158,Landslide,Trapped People,80,63,5,6,8,8,0.91,14.05,Blocked,Moderate,0,0,1,1,Low,0,30.214881,78.086922,3.8,1.65,3.74,2477,P1
UKD-001028,Landslide,Missing Person,19,11,1,5,4,2,0.5,11.8,Blocked,Minor,1,1,0,1,Moderate,1,29.340259,79.470962,7.25,6.91,13.7,301,P1
UKD-000411,Flood,Evacuation Request,66,45,4,1,8,3,2.94,80.81,Blocked,Minor,0,0,1,1,Critical,1,30.3814,78.524222,11.09,2.61,15.62,818,P1
UKD-003959,Cloudburst,Damaged House,24,7,2,0,4,4,0.97,24.84,Partially Blocked,Moderate,0,1,1,1,Moderate,1,30.293275,78.097711,4.0,3.16,4.41,584,P2
UKD-005938,Flood,Flooded Road,28,2,0,1,4,1,2.04,51.13,Blocked,Moderate,0,1,1,0,None,0,30.796672,78.233421,1.82,9.54,30.0,358,P3
UKD-004957,Cloudburst,Waterlogging,26,5,1,0,2,3,2.04,39.85,Blocked,Minor,1,0,1,0,None,0,30.289479,77.95895,4.26,7.19,3.58,1636,P3
UKD-004757,Landslide,Evacuation Request,21,5,0,0,4,6,0.19,2.69,Partially Blocked,Minor,1,1,0,0,None,0,29.432,79.415812,14.82,6.21,1.51,1853,P3
UKD-005448,Cloudburst,Infrastructure Damage,9,4,0,0,3,1,0.43,9.55,Blocked,None,0,1,0,0,None,0,30.312216,79.214794,30.0,13.47,22.87,394,P3
UKD-002182,Landslide,Missing Person,70,41,5,8,10,9,0.56,16.82,Blocked,Moderate,0,1,0,1,Low,0,30.157784,78.037862,6.36,1.35,10.45,2666,P2
UKD-005809,Flood,Waterlogging,13,0,0,0,4,1,1.32,39.44,Open,None,1,0,1,0,None,0,30.36125,78.476693,5.39,2.99,16.33,127,P3
UKD-000811,Landslide,Infrastructure Damage,41,13,2,2,11,2,0.77,11.39,Partially Blocked,Severe,1,1,1,0,None,0,29.993563,78.811791,5.42,6.85,6.24,475,P1
UKD-004916,Earthquake,Evacuation Request,47,11,1,1,5,4,0.05,1.64,Open,Moderate,0,1,1,1,Low,1,29.079736,79.546775,7.77,1.22,4.61,1789,P3
UKD-004954,Cloudburst,Waterlogging,3,1,0,0,1,0,0.83,20.69,Open,Minor,1,1,1,0,None,0,30.235733,77.991526,2.35,1.38,4.73,2470,P3
UKD-003734,Landslide,Missing Person,13,3,0,2,2,1,0.47,9.45,Open,Minor,0,0,1,0,None,0,30.21734,78.737476,9.64,1.49,4.86,710,P2
UKD-005164,Flood,Missing Person,4,3,0,1,0,2,1.36,20.98,Partially Blocked,None,0,1,1,0,None,0,30.36386,77.990106,6.63,0.31,12.03,4969,P3
UKD-002978,Landslide,Flooded Road,20,2,0,1,5,1,0.86,20.75,Blocked,Minor,1,0,1,0,None,0,28.944836,79.420253,5.35,1.67,1.52,3050,P2
UKD-003796,Cloudburst,Injured Person,25,11,4,4,6,3,2.38,45.93,Partially Blocked,Moderate,0,1,1,1,Moderate,0,30.398391,79.436118,18.29,8.73,6.3,177,P2
UKD-002169,Earthquake,Missing Person,24,10,0,8,7,1,0.12,2.06,Partially Blocked,Minor,1,1,0,1,Moderate,1,30.35361,79.029878,2.36,6.56,11.18,142,P2
UKD-003078,Flood,Trapped People,155,84,5,5,14,8,2.84,56.35,Blocked,Severe,0,0,1,1,Moderate,1,29.954772,78.209302,6.74,2.64,3.83,1225,P2
UKD-001695,Flood,Flooded Road,18,2,0,1,3,4,2.61,66.12,Partially Blocked,Minor,1,0,1,0,None,0,30.270571,78.041463,10.37,1.27,3.72,1891,P1
UKD-001025,Landslide,Injured Person,10,6,4,1,4,2,0.76,21.19,Blocked,Severe,1,0,1,0,None,0,30.257956,78.807548,8.19,12.56,5.42,703,P1
UKD-003947,Flood,Trapped People,30,22,4,0,4,4,2.28,41.07,Blocked,Minor,1,1,1,1,Low,0,30.234742,78.013044,1.69,0.82,3.0,1616,P2
UKD-002125,Cloudburst,Missing Person,61,32,1,11,7,3,1.89,37.61,Partially Blocked,Minor,0,1,1,1,Low,1,30.195885,79.11793,18.22,4.43,11.52,263,P2
UKD-005295,Cloudburst,Damaged House,6,0,0,0,1,0,0.44,10.06,Partially Blocked,Minor,1,1,1,0,None,0,30.210385,79.167194,16.11,7.75,4.74,275,P3
UKD-002705,Cloudburst,Infrastructure Damage,156,55,3,3,9,6,2.93,50.25,Blocked,Moderate,1,1,0,0,None,0,30.614522,79.38474,7.83,4.0,9.78,122,P2
UKD-001034,Earthquake,Missing Person,135,48,6,6,12,4,0.19,2.86,Partially Blocked,Severe,0,1,0,1,Critical,1,30.625564,79.219671,8.14,8.0,6.3,105,P1
UKD-005872,Flood,Flooded Road,9,0,0,0,2,1,0.62,16.02,Open,None,1,1,1,0,None,0,28.882424,79.642873,5.26,2.52,1.24,462,P3
UKD-005365,Landslide,Damaged House,94,28,1,0,10,4,0.4,9.67,Open,Moderate,0,0,1,1,Low,0,30.491572,79.128724,25.32,7.84,8.66,115,P3
UKD-004160,Cloudburst,Waterlogging,12,1,3,2,2,1,1.94,31.13,Partially Blocked,Minor,1,0,0,0,None,0,30.191834,78.773903,6.69,7.34,8.89,836,P3
UKD-001701,Flood,Injured Person,37,15,8,3,7,2,2.17,49.22,Partially Blocked,None,0,0,1,1,Moderate,1,30.028025,78.15792,1.23,2.84,2.52,3477,P1
UKD-002914,Cloudburst,Flooded Road,8,0,1,1,0,1,1.02,22.28,Partially Blocked,None,1,0,1,1,Moderate,0,28.970718,79.545451,5.65,1.16,6.68,365,P2
UKD-004879,Landslide,Evacuation Request,59,28,4,2,8,11,0.7,15.22,Blocked,Severe,0,0,1,1,Critical,1,29.258242,79.507807,13.05,19.11,13.02,258,P3
UKD-003321,Earthquake,Infrastructure Damage,59,16,3,4,16,5,0.09,1.72,Partially Blocked,Severe,1,0,0,1,Low,0,29.989321,78.210984,13.91,7.31,7.88,2692,P2
UKD-005027,Earthquake,Damaged House,9,1,1,1,2,1,0.02,0.39,Open,Minor,0,0,1,0,None,0,30.170017,78.79779,14.21,10.78,4.07,558,P3
UKD-002583,Flood,Evacuation Request,4,0,0,0,0,1,0.5,8.81,Open,None,0,1,1,0,None,0,28.948585,79.595635,1.78,3.04,2.0,882,P2
UKD-005284,Earthquake,Trapped People,4,2,0,0,1,0,0.03,0.47,Partially Blocked,None,0,1,1,0,None,0,30.050482,78.210885,5.92,1.39,6.98,3081,P3
UKD-004251,Flood,Waterlogging,19,1,0,1,7,1,2.18,53.56,Blocked,Minor,1,1,1,1,Low,0,30.300517,77.91977,4.38,1.72,4.96,3005,P3
UKD-001187,Flood,Waterlogging,33,10,4,1,5,4,5.0,75.15,Blocked,Moderate,0,0,1,1,Critical,1,29.284348,79.403058,1.48,4.85,13.7,1999,P1
UKD-003738,Cloudburst,Evacuation Request,37,13,0,2,7,6,2.16,42.75,Partially Blocked,Minor,0,1,1,0,None,0,29.448384,79.386646,6.14,2.41,2.08,656,P2
UKD-000784,Landslide,Flooded Road,118,17,0,2,12,6,1.05,28.62,Partially Blocked,Minor,0,0,1,1,Low,0,30.010863,78.159395,4.6,0.8,1.3,1610,P1
UKD-004403,Landslide,Trapped People,61,41,3,1,16,4,0.66,12.19,Partially Blocked,Moderate,0,1,1,1,Critical,1,30.583259,79.102971,10.72,3.38,11.48,542,P3
UKD-000051,Flood,Flooded Road,116,30,3,2,17,12,3.99,77.67,Blocked,Moderate,0,1,0,1,Moderate,1,29.44579,79.321678,8.04,12.6,3.12,749,P1
UKD-000713,Landslide,Trapped People,122,89,2,2,17,4,0.64,18.08,Blocked,Moderate,0,1,1,1,Moderate,1,30.223328,79.04617,18.54,14.31,14.93,84,P1
UKD-002307,Flood,Flooded Road,6,0,0,0,0,1,1.62,36.88,Open,Minor,1,1,1,0,None,0,29.049118,79.456258,4.86,2.27,4.36,2138,P2
UKD-003868,Landslide,Evacuation Request,68,25,3,1,13,3,0.56,15.56,Partially Blocked,Severe,0,1,1,1,Moderate,1,30.353239,78.648193,7.14,14.25,8.19,351,P2
UKD-002447,Landslide,Infrastructure Damage,28,19,0,2,3,3,0.36,8.01,Blocked,Moderate,0,1,1,1,Low,0,30.177058,79.309834,9.26,5.26,9.08,330,P2
UKD-002241,Landslide,Trapped People,200,82,2,2,10,4,0.66,16.43,Blocked,Moderate,0,0,0,1,Low,1,30.415867,79.533379,28.17,6.11,7.08,445,P2
UKD-004604,Flood,Infrastructure Damage,6,1,1,0,2,1,0.6,10.96,Partially Blocked,Minor,1,1,1,1,Low,0,30.319816,77.921274,1.86,1.71,10.95,275,P3
UKD-004791,Landslide,Flooded Road,13,1,1,0,0,2,0.51,12.53,Open,None,1,0,1,1,Moderate,1,29.384258,79.368486,5.37,1.13,14.78,435,P3
UKD-003104,Flood,Damaged House,51,17,2,4,19,2,2.37,46.52,Partially Blocked,Moderate,1,1,1,1,Critical,1,29.366121,79.399451,24.1,2.75,4.68,728,P2
UKD-005567,Landslide,Trapped People,14,5,1,0,5,2,0.48,11.94,Partially Blocked,Minor,1,1,1,1,Low,0,30.405237,78.146882,3.84,1.87,3.31,953,P3
UKD-000677,Earthquake,Infrastructure Damage,39,8,1,1,10,3,0.1,1.5,Partially Blocked,Moderate,1,0,1,1,Low,0,29.432031,79.471299,3.14,8.59,11.62,283,P1
UKD-005557,Flood,Damaged House,49,17,0,1,7,11,1.48,43.49,Open,Minor,0,1,1,0,None,0,28.989783,79.464914,4.87,2.75,3.38,2731,P3
UKD-003640,Landslide,Infrastructure Damage,59,24,2,2,14,12,0.49,9.92,Blocked,Minor,1,0,1,1,Critical,1,30.517113,79.410706,10.11,13.44,5.15,193,P2
UKD-002695,Landslide,Evacuation Request,81,34,3,8,11,9,0.72,13.64,Partially Blocked,Moderate,0,1,0,1,Low,0,30.382141,78.018124,2.5,2.66,4.55,1054,P2
UKD-002996,Landslide,Missing Person,54,28,1,6,5,4,0.62,16.75,Blocked,Minor,1,1,0,1,Critical,1,30.298612,78.548569,15.25,5.77,28.7,169,P2
UKD-001563,Cloudburst,Evacuation Request,120,53,2,4,13,5,2.04,35.12,Partially Blocked,Minor,0,0,0,1,Low,0,30.053465,78.245506,1.56,5.18,0.77,3385,P1
UKD-003650,Landslide,Trapped People,44,16,5,0,11,10,0.73,11.64,Open,Moderate,1,0,1,1,Low,0,30.318871,78.025728,8.07,2.98,2.2,3067,P2
UKD-002466,Landslide,Missing Person,108,21,5,8,14,5,0.44,9.56,Partially Blocked,Severe,1,0,1,1,Critical,1,30.229194,78.050079,3.8,2.36,2.16,4182,P2
UKD-000347,Landslide,Infrastructure Damage,180,66,1,3,9,3,0.81,13.17,Blocked,Moderate,0,0,0,1,Moderate,1,29.895771,78.141613,22.87,6.58,2.42,805,P1
UKD-001497,Cloudburst,Flooded Road,77,14,2,2,6,1,4.17,83.42,Blocked,Minor,0,0,1,0,None,0,30.136522,78.771326,5.02,2.64,11.85,206,P1
UKD-002345,Landslide,Evacuation Request,119,48,3,1,15,5,0.54,13.68,Partially Blocked,Minor,0,1,0,1,Moderate,1,30.422843,78.398965,9.23,4.53,4.48,275,P2
UKD-003906,Cloudburst,Waterlogging,22,4,0,2,7,2,2.23,36.1,Open,Minor,0,1,1,1,Low,0,29.02427,79.553856,0.5,4.87,4.31,3291,P2
UKD-003659,Flood,Flooded Road,49,7,3,1,9,7,3.53,67.42,Partially Blocked,Moderate,1,0,1,1,Critical,1,30.303667,79.231468,11.18,18.06,30.0,560,P2
UKD-000623,Earthquake,Infrastructure Damage,68,41,1,1,8,10,0.11,2.72,Blocked,Minor,0,0,0,1,Low,0,30.257067,77.972631,6.89,3.76,7.12,3137,P1
UKD-004097,Earthquake,Infrastructure Damage,103,45,2,1,6,7,0.09,2.5,Blocked,Minor,1,0,1,1,Moderate,0,29.012945,79.417471,2.86,2.6,3.38,1815,P3
UKD-001401,Cloudburst,Waterlogging,45,5,3,1,11,0,2.61,58.82,Partially Blocked,Moderate,1,1,0,1,Low,1,30.181317,78.519455,14.51,9.13,13.17,88,P1
UKD-003298,Flood,Infrastructure Damage,23,6,1,0,4,1,1.51,45.16,Blocked,Minor,1,1,1,1,Low,0,30.294636,78.14161,4.46,9.14,7.05,2678,P2
UKD-003986,Flood,Damaged House,32,15,2,1,3,4,2.19,39.55,Blocked,Minor,0,1,1,1,Low,0,30.173262,79.124969,20.32,12.95,17.16,270,P2
UKD-005182,Flood,Flooded Road,18,5,1,0,3,2,2.47,44.54,Blocked,None,1,1,1,1,Low,1,29.572506,79.560587,13.69,4.25,7.92,1447,P3
UKD-004618,Cloudburst,Trapped People,19,6,1,1,7,0,1.55,25.33,Open,None,1,0,1,1,Low,0,29.477947,80.117169,30.0,9.53,17.11,223,P3
UKD-000325,Landslide,Evacuation Request,200,45,5,2,9,5,0.84,19.01,Blocked,Severe,1,0,0,1,Critical,1,29.469021,80.188049,17.98,19.69,20.36,582,P1
UKD-002998,Earthquake,Trapped People,8,6,0,0,1,0,0.1,1.97,Blocked,Moderate,0,1,0,0,None,0,29.439669,79.477102,8.9,4.16,10.6,661,P2
UKD-000038,Cloudburst,Damaged House,17,13,3,2,3,4,3.2,73.39,Blocked,Severe,0,0,1,1,Moderate,1,29.383905,79.615171,9.27,9.93,14.78,689,P1
UKD-005375,Landslide,Trapped People,23,15,0,0,5,0,0.53,10.18,Partially Blocked,Moderate,0,1,1,1,Low,0,30.367716,78.51724,27.07,1.81,8.25,254,P3
UKD-004185,Cloudburst,Trapped People,1,1,0,0,0,0,0.52,8.98,Partially Blocked,None,1,1,1,0,None,0,29.427912,80.178928,6.17,2.79,9.03,844,P3
UKD-000531,Flood,Injured Person,93,48,8,1,15,2,2.99,90.03,Blocked,Moderate,1,1,1,1,Moderate,1,29.923393,78.183699,4.38,7.02,5.44,1545,P1
UKD-002643,Landslide,Infrastructure Damage,80,38,5,4,5,6,0.7,12.6,Partially Blocked,Severe,0,0,0,1,Critical,1,29.340595,79.516713,5.28,7.17,9.56,321,P2
UKD-003681,Earthquake,Evacuation Request,20,2,1,0,5,1,0.09,1.33,Open,Moderate,1,0,1,1,Moderate,0,30.297618,78.034819,10.37,6.25,4.4,562,P2
UKD-002349,Flood,Flooded Road,51,13,3,1,14,7,3.78,94.0,Blocked,Moderate,0,0,1,1,Low,0,29.956426,78.082519,3.9,5.18,1.97,918,P2
UKD-002785,Earthquake,Injured Person,41,7,8,0,7,5,0.09,2.03,Open,Moderate,1,1,1,0,None,0,30.444872,78.106421,5.12,4.64,1.82,2378,P2
UKD-005493,Landslide,Evacuation Request,137,42,1,1,19,6,0.48,10.89,Partially Blocked,Minor,0,0,1,1,Moderate,0,30.427329,78.5175,7.54,12.6,15.31,250,P3
UKD-002226,Cloudburst,Missing Person,131,56,4,9,15,3,2.18,53.88,Blocked,Minor,0,1,1,1,Moderate,1,30.21608,79.513237,26.54,11.82,18.7,132,P2
UKD-001074,Cloudburst,Flooded Road,83,21,3,2,9,4,3.92,83.54,Blocked,Minor,0,0,0,1,Moderate,0,30.022855,78.037983,1.31,1.68,4.0,1335,P1
UKD-001198,Flood,Trapped People,21,13,0,1,4,1,3.78,59.8,Open,Minor,1,1,0,1,Moderate,1,30.433061,78.464392,6.55,2.23,6.69,174,P1
UKD-005139,Earthquake,Trapped People,45,20,0,1,7,3,0.11,2.41,Partially Blocked,Minor,1,0,1,0,None,0,30.236429,78.078486,4.89,2.76,2.02,9582,P3
UKD-000264,Earthquake,Waterlogging,101,38,5,6,8,3,0.76,18.81,Blocked,Severe,0,0,0,1,Critical,1,29.849695,78.211224,9.91,1.54,3.13,1124,P1
UKD-001730,Cloudburst,Missing Person,58,34,4,5,11,10,2.89,40.05,Blocked,Moderate,0,1,1,1,Moderate,0,29.498794,79.365858,14.99,0.91,9.98,553,P1
UKD-005329,Cloudburst,Flooded Road,38,16,1,3,11,6,2.77,50.2,Blocked,None,0,1,1,1,Moderate,0,30.173682,78.027379,10.22,5.29,1.23,1837,P3
UKD-000908,Flood,Evacuation Request,56,39,1,6,7,6,3.11,61.14,Blocked,Minor,0,0,1,1,Critical,1,28.99141,79.571735,13.47,6.72,4.34,2178,P1
UKD-001336,Earthquake,Damaged House,91,51,1,3,10,3,0.18,3.77,Partially Blocked,Moderate,0,0,0,1,Critical,1,30.004813,78.122296,3.41,2.32,3.47,1458,P1
UKD-001394,Flood,Missing Person,89,55,4,7,16,1,3.45,55.58,Blocked,None,0,1,1,1,Critical,1,30.155923,78.669685,10.27,7.11,13.57,745,P1
UKD-000961,Cloudburst,Trapped People,94,62,2,3,6,3,2.27,49.68,Partially Blocked,Severe,0,0,0,1,Moderate,0,30.185208,78.889264,3.49,6.71,3.99,641,P1
UKD-000240,Landslide,Injured Person,66,45,11,3,7,4,1.01,20.6,Blocked,Severe,0,1,1,1,Moderate,0,30.03829,79.855779,11.03,4.41,10.92,277,P1
UKD-000200,Earthquake,Trapped People,93,79,1,3,20,11,0.14,3.58,Blocked,Severe,0,1,1,1,Critical,1,30.54828,78.475733,4.5,7.1,5.77,315,P1
UKD-002418,Flood,Flooded Road,200,28,1,0,7,9,5.0,100.0,Blocked,Moderate,0,0,1,0,None,0,29.366571,79.456272,3.53,5.39,5.82,551,P2
UKD-005470,Earthquake,Injured Person,5,0,1,0,1,2,0.02,0.4,Open,Minor,1,1,1,1,Low,0,30.451614,78.136385,9.91,0.74,4.27,923,P3
UKD-004311,Flood,Injured Person,2,0,1,0,2,0,0.29,7.3,Open,Minor,1,1,1,1,Low,0,29.311277,80.133111,18.89,8.38,17.18,275,P3
UKD-004715,Flood,Waterlogging,8,1,0,1,1,0,2.94,61.55,Partially Blocked,Minor,0,1,1,1,Low,0,30.346762,78.313825,13.32,4.35,25.11,96,P3
UKD-005791,Flood,Evacuation Request,43,19,1,2,6,9,3.22,71.16,Partially Blocked,Moderate,0,0,1,0,None,0,30.423258,78.549489,30.0,2.74,8.86,78,P3
UKD-000326,Landslide,Missing Person,84,58,6,9,12,4,0.73,15.85,Blocked,Severe,0,0,0,1,Low,1,30.214751,78.996692,3.31,20.0,13.92,135,P1
UKD-002678,Flood,Flooded Road,62,8,3,1,7,8,1.92,49.92,Partially Blocked,None,1,0,1,0,None,0,30.228786,77.911215,2.31,2.4,3.71,2028,P2
UKD-005824,Landslide,Damaged House,15,7,0,0,3,2,0.23,4.39,Open,None,0,0,1,0,None,0,30.051872,78.779968,2.89,3.87,7.84,437,P3
UKD-004419,Cloudburst,Trapped People,6,2,0,0,2,1,0.56,11.77,Open,None,1,1,1,1,Moderate,0,30.501758,78.369492,4.08,8.42,4.58,156,P3
UKD-000102,Landslide,Infrastructure Damage,76,48,1,0,9,4,0.73,10.85,Blocked,Moderate,0,0,1,1,Moderate,1,30.346439,78.926486,16.67,7.63,18.94,188,P1
UKD-001738,Landslide,Infrastructure Damage,51,22,6,1,14,2,0.98,16.64,Blocked,Severe,1,0,1,1,Critical,1,30.481686,79.5972,14.49,9.04,23.53,581,P1
UKD-005262,Landslide,Damaged House,5,1,0,1,0,1,0.37,8.86,Partially Blocked,Moderate,1,1,1,1,Moderate,0,30.199327,78.007319,8.64,2.85,5.14,1045,P3
UKD-000878,Landslide,Infrastructure Damage,16,10,2,0,2,2,0.83,17.86,Blocked,Moderate,0,1,0,1,Moderate,0,30.272947,78.819731,19.79,14.69,6.67,2479,P1
UKD-005893,Cloudburst,Trapped People,3,1,0,0,3,0,0.86,16.81,Partially Blocked,None,1,1,1,0,None,0,31.042692,78.561,6.25,3.45,9.4,402,P3
UKD-000409,Earthquake,Injured Person,29,10,10,1,4,2,0.09,2.46,Open,Minor,0,1,1,1,Moderate,1,30.12022,78.72437,6.08,5.3,8.0,479,P1
UKD-003746,Earthquake,Injured Person,33,13,11,3,8,3,0.09,2.24,Partially Blocked,Moderate,0,1,0,1,Moderate,0,30.296289,78.582702,20.72,3.64,9.53,467,P2
UKD-001245,Flood,Evacuation Request,5,2,0,1,3,1,2.17,38.69,Open,None,0,1,1,0,None,0,29.030495,79.516769,6.54,1.55,0.99,1632,P1
UKD-002288,Cloudburst,Damaged House,73,32,1,3,12,5,1.68,37.35,Partially Blocked,Moderate,0,1,0,1,Moderate,0,28.994562,79.49316,5.55,4.91,3.08,1456,P2
UKD-001355,Cloudburst,Damaged House,51,14,5,1,10,8,2.15,46.31,Blocked,Minor,1,0,0,1,Moderate,1,29.641586,80.161623,30.0,13.22,12.51,145,P1
UKD-002858,Landslide,Trapped People,26,18,1,0,4,0,0.26,8.3,Blocked,Moderate,1,0,1,1,Moderate,0,30.413068,78.585154,23.08,4.51,16.18,663,P2
UKD-000894,Flood,Flooded Road,10,3,0,0,3,1,3.05,54.39,Blocked,Minor,1,0,1,0,None,0,29.539618,79.608162,12.46,3.26,3.96,201,P1
UKD-001182,Flood,Evacuation Request,34,20,3,3,2,1,2.62,55.16,Blocked,Minor,0,1,1,1,Low,0,30.228794,78.865729,5.29,11.11,24.55,852,P1
UKD-004656,Landslide,Missing Person,28,13,3,12,8,2,0.41,9.25,Blocked,Minor,0,0,0,1,Moderate,0,30.431315,78.383644,15.91,4.23,2.43,436,P3
UKD-005323,Flood,Injured Person,6,0,1,0,0,1,0.83,11.91,Open,None,1,1,1,1,Low,0,30.273805,78.901922,16.8,3.18,10.8,4407,P3
UKD-003699,Earthquake,Injured Person,13,5,2,1,2,0,0.08,1.76,Open,Minor,0,1,1,1,Low,0,29.785625,78.154577,4.17,1.18,10.89,1722,P2
UKD-004467,Flood,Evacuation Request,68,30,4,1,7,5,2.43,46.38,Partially Blocked,Minor,0,1,1,1,Moderate,0,29.537883,79.677925,12.41,6.54,7.05,232,P3
UKD-004326,Earthquake,Infrastructure Damage,11,3,1,0,0,0,0.03,0.65,Partially Blocked,None,0,1,1,1,Low,0,28.859567,79.609884,6.36,1.48,3.49,1697,P3
UKD-000731,Flood,Flooded Road,160,29,7,2,5,11,3.05,86.41,Blocked,None,0,0,1,1,Critical,1,30.324702,79.397717,24.19,8.71,24.69,92,P1
UKD-001033,Cloudburst,Flooded Road,124,9,3,4,3,4,3.23,48.69,Open,Minor,0,1,0,0,None,0,30.563239,78.483281,15.02,8.12,10.96,285,P1
UKD-003067,Landslide,Evacuation Request,58,7,1,2,5,6,0.42,8.15,Partially Blocked,None,1,1,1,0,None,0,30.256929,77.918693,4.74,3.74,0.5,939,P2
UKD-005659,Landslide,Damaged House,17,2,2,0,4,1,0.35,5.44,Open,Moderate,1,1,1,1,Low,0,30.133247,79.642258,8.53,6.18,11.77,304,P3
UKD-004897,Flood,Damaged House,58,37,3,3,16,12,2.23,69.08,Blocked,Moderate,0,0,1,1,Moderate,0,28.908031,79.587855,9.26,0.2,8.4,1598,P3
UKD-000978,Flood,Missing Person,200,50,7,9,15,11,3.11,96.74,Partially Blocked,Moderate,0,0,1,1,Moderate,1,30.158303,78.918044,30.0,10.49,14.66,588,P1
UKD-004970,Landslide,Missing Person,7,2,0,1,2,0,0.13,3.25,Partially Blocked,None,1,0,1,0,None,0,29.328914,79.405615,11.13,14.03,5.98,1467,P3
UKD-002623,Cloudburst,Damaged House,54,24,0,3,9,5,3.26,78.34,Partially Blocked,Minor,0,0,0,1,Moderate,0,30.083554,78.871143,7.78,2.9,0.5,403,P2
UKD-001226,Landslide,Trapped People,116,75,5,4,16,3,0.62,16.06,Partially Blocked,Severe,0,1,1,1,Low,1,30.687449,78.384936,15.34,14.42,13.69,54,P1
UKD-001210,Flood,Damaged House,200,50,9,8,14,3,3.28,74.48,Open,Severe,0,1,0,1,Critical,1,29.014251,79.619879,7.23,0.89,0.5,631,P1
UKD-005481,Flood,Missing Person,38,21,4,7,4,7,2.51,58.49,Blocked,Minor,1,0,1,1,Low,1,29.926106,78.26021,10.03,3.03,9.69,5930,P3
UKD-000587,Flood,Evacuation Request,29,12,2,3,6,2,2.94,62.32,Partially Blocked,Minor,1,0,1,0,None,0,30.227645,78.659954,5.4,12.12,13.57,514,P1
UKD-005455,Flood,Waterlogging,28,3,0,0,12,1,1.31,43.09,Partially Blocked,None,1,1,1,0,None,0,29.869572,78.164762,2.45,3.75,2.25,1046,P3
UKD-002821,Landslide,Infrastructure Damage,70,31,1,1,13,6,0.53,9.51,Partially Blocked,Moderate,0,1,1,1,Critical,1,30.123256,78.923647,9.74,11.5,8.34,135,P2
UKD-005756,Flood,Trapped People,7,3,0,0,2,1,1.74,49.46,Open,Minor,1,0,1,1,Low,0,30.127647,78.804105,5.54,3.93,3.89,617,P3
